Date,Close,High,Low,Open,Volume
2005-01-03,35.307098388671875,35.6719558224457,35.18921932916425,35.55969117310372,7859500
2005-01-04,35.19482421875,35.497938047596755,35.14991751465292,35.419351315426866,6989600
2005-01-05,35.17237854003906,35.41374677404488,35.133086236016716,35.290255452106095,6888100
2005-01-06,35.27340316772461,35.413733383678114,35.18920418164484,35.222884204330576,5277500
2005-01-07,35.14430618286133,35.3632210179886,35.121852830215055,35.35199434166547,5037800
2005-01-10,35.41936492919922,35.48672501123533,35.13870434452642,35.21167669609704,5419300
2005-01-11,35.295867919921875,35.419357093796044,35.15553765862907,35.27902683250324,4880000
2005-01-12,35.542842864990234,35.593361836826524,35.121852146777684,35.335154710227506,6093800
2005-01-13,34.78505325317383,35.525996593082844,34.73453429175871,35.44741201783023,9014700
2005-01-14,35.19482421875,35.22288983817592,34.925390417976054,35.05449398035089,6820200
2005-01-18,35.380062103271484,35.39690318941031,34.93100572951397,34.93100572951397,6122900
2005-01-19,35.26219940185547,35.52040665305165,35.16677582082362,35.38007634593148,4697100
2005-01-20,35.076942443847656,35.32953512474747,35.02642347941385,35.2621772192588,5274600
2005-01-21,34.71770477294922,35.13308327639812,34.71770477294922,35.003979696733275,6426300
2005-01-24,34.5156364440918,34.76261696484051,34.35285280617395,34.71771024764794,5938600
2005-01-25,35.767364501953125,35.840334669218954,34.74576074754091,34.74576074754091,11172300
2005-01-26,36.289405822753906,36.47464279238648,35.21728272997423,35.49794324788796,12781800
2005-01-27,36.04804992675781,36.28941822596147,36.031210975134016,36.1322489674179,6360100
2005-01-28,36.27257537841797,36.37922348809432,36.07049941555453,36.13785521481525,6968700
2005-01-31,36.31745147705078,36.46339607383389,36.12099006746056,36.44655713623152,6168900
2005-02-01,36.721614837646484,36.721614837646484,36.2164251355424,36.26694624702226,7340300
2005-02-02,37.04719161987305,37.07525938714654,36.586908501351985,36.59813303873737,7068000
2005-02-03,36.85072708129883,37.04718858851788,36.749689122937646,36.92369727468314,5022300
2005-02-04,37.181907653808594,37.1819076538086,36.74407789056577,36.74969230055453,4851300
2005-02-07,37.299781799316406,37.3334639742085,36.97421884731743,37.18751930311534,4892100
2005-02-08,37.23242950439453,37.40643767457782,37.12577712522923,37.30539970551072,6379900
2005-02-09,37.15384292602539,37.31662654993362,37.030351605643986,37.24926647994197,4529800
2005-02-10,37.12015914916992,37.1706802701202,36.974218760957356,37.080866847337354,4002900
2005-02-11,37.545799255371094,37.70928748972134,37.151175449061455,37.20191095226831,6584400
2005-02-14,37.20753860473633,37.551426805623734,37.09479020818253,37.551426805623734,5217600
2005-02-15,37.15680694580078,37.21318114988732,36.94821765949691,37.10606715136965,4186400
2005-02-16,37.060951232910156,37.134241539854465,36.8805512713981,37.02712758421238,4607500
2005-02-17,36.84109878540039,37.03841062412891,36.83546007541515,37.03841062412891,5354200
2005-02-18,36.88619613647461,36.9763939817482,36.76217033578273,36.891834845890166,6185200
2005-02-22,36.68324661254883,37.13424875448918,36.671973494484156,36.671973494484156,8299800
2005-02-23,36.87493896484375,36.95386372649136,36.76218623314936,36.8693002529898,4928200
2005-02-24,37.14553451538086,37.17935818216227,36.68889780952524,36.84110861111823,4817000
2005-02-25,37.331565856933594,37.371028227352255,37.12297658410593,37.12861529447311,6456100
2005-02-28,36.9820442199707,37.34284431569128,36.9820442199707,37.24700773112597,6833700
2005-03-01,37.573978424072266,37.76565156393267,37.438679484107524,37.472503143829776,8467400
2005-03-02,37.74875259399414,37.85586662103962,37.27520399225518,37.5176170053579,6991900
2005-03-03,37.63035202026367,37.82766386727089,37.49505308246953,37.82766386727089,5791900
2005-03-04,38.18844985961914,38.19408856776753,37.77691448734284,37.87838972864335,8306000
2005-03-07,38.583091735839844,38.71839067306816,38.25047665135381,38.27866590126939,9389500
2005-03-08,38.44215393066406,38.56054103788749,38.33503994271521,38.363229192515114,8537100
2005-03-09,38.19974136352539,38.39705321074426,38.16591340323381,38.39141450051638,6375500
2005-03-10,38.33504867553711,38.48725947633391,38.222300252804416,38.261762630868525,5041700
2005-03-11,38.109535217285156,38.47597392439924,38.04752231449314,38.34067500061451,5807000
2005-03-14,38.233577728271484,38.239216440373184,38.0475389386095,38.10391315639513,5589000
2005-03-15,37.91786193847656,38.25047268741813,37.917861938476555,38.24483397780423,5014000
2005-03-16,37.799495697021484,38.02499259308165,37.799495697021484,37.8276806584902,5408700
2005-03-17,37.76566696166992,37.979895030124105,37.66419164005412,37.675469065276715,4405800
2005-03-18,37.91222381591797,37.91222381591797,37.57961306182605,37.77128618091456,10640700
2005-03-21,37.68671417236328,37.91221519732057,37.57960451884116,37.91221519732057,5178600
2005-03-22,37.65288543701172,37.900936961059884,37.5739607341007,37.5739607341007,5072300
2005-03-23,38.44778823852539,38.44778823852539,37.66981397835897,37.67545268851923,9565500
2005-03-24,38.38578414916992,38.62819712884826,38.3124981045515,38.447797071953445,8876600
2005-03-28,38.5323600769043,38.61692354341907,38.430884777301884,38.46471274455374,5145100
2005-03-29,38.289939880371094,38.402692581489546,38.16591405967868,38.363230211367025,9428000
2005-03-30,38.36323547363281,38.47598388914115,38.278672011463385,38.295583843681996,6516300
2005-03-31,37.86149978637695,38.030622418901906,37.77129760816904,37.98552132979795,12551500
2005-04-01,37.68671417236328,38.02496355926206,37.5739658104218,37.951677554107526,11052700
2005-04-04,38.32377243041992,38.38578104711574,37.686731420774954,37.74310562754697,8684900
2005-04-05,38.90443420410156,38.92698474660359,38.211019000662176,38.32377171317226,9114300
2005-04-06,38.79168701171875,39.01154945605499,38.701489129951554,38.96081395401285,5689800
2005-04-07,39.034088134765625,39.03972684474832,38.600002089759336,38.67328811523233,4975300
2005-04-08,38.69584655761719,39.169399368148795,38.69584655761719,39.158121945880026,4822800
2005-04-11,38.83675765991211,39.045346818423084,38.72964372701817,38.78602219764031,4449500
2005-04-12,38.69584655761719,38.73530893340512,38.25048300168112,38.49289596754312,9775400
2005-04-13,38.66765213012695,38.89315323349501,38.58872738910951,38.58872738910951,7138400
2005-04-14,39.03972625732422,39.04536496722207,38.46470257893141,38.673287533321975,8069600
2005-04-15,39.12428665161133,39.45689739137372,39.06791246025374,39.400523200016124,12990700
2005-04-18,38.92134094238281,39.07355170800757,38.600003280663316,39.067917298926545,9164900
2005-04-19,38.926979064941406,39.43435114341564,38.56617903972279,39.38925436606999,9343700
2005-04-20,38.39143753051758,38.98337772833904,38.25049979780564,38.927003495469926,7882400
2005-04-21,38.498538970947266,38.60565298906101,38.239214143845906,38.52108951692262,7696200
2005-04-22,38.61128616333008,38.77477439060855,38.32941079927962,38.52108828339383,7021900
2005-04-25,38.63945388793945,39.18065376919802,38.58307970675979,38.898778562225374,5981500
2005-04-26,38.3463249206543,38.724041199834396,38.33505179789349,38.56055296280238,5866900
2005-04-27,38.521087646484375,38.5605500247559,38.15464881906215,38.24484669750707,5966400
2005-04-28,38.14337158203125,38.52671790041032,38.12082103958374,38.39141894680146,6406300
2005-04-29,38.69020080566406,38.69020080566406,38.21665238238488,38.233564211634054,6540900
2005-05-02,38.774757385253906,38.802946629726755,38.532344506441895,38.718383197383055,4361200
2005-05-03,38.74658203125,38.802956233072905,38.515442212377415,38.797317522567845,5716300
2005-05-04,38.45906448364258,38.47597631253095,38.13772683153699,38.41960211587788,8439700
