Date,Close,High,Low,Open,Volume
2005-01-03,10.717087745666504,10.779841155696706,10.708902721905158,10.771655195219434,403920
2005-01-04,10.643424034118652,10.777114971860755,10.613411648972201,10.733461189558007,492480
2005-01-05,10.63796615600586,10.706175005559604,10.635237502274586,10.665249883170558,345060
2005-01-06,10.561572074890137,10.572485753853174,10.512460987914501,10.53974471696406,580500
2005-01-07,10.468806266784668,10.577941173162834,10.42515155486061,10.577941173162834,364500
2005-01-10,10.444254875183105,10.468810895677082,10.416971136524777,10.433341192376494,222120
2005-01-11,10.49063491821289,10.49609222672259,10.446981133716232,10.449709787971083,356220
2005-01-12,10.515192031860352,10.534290740207647,10.455167252278487,10.515192031860352,234000
2005-01-13,10.400599479675293,10.479722028589931,10.378772117422026,10.436068240799656,186300
2005-01-14,10.438791275024414,10.466074994793338,10.41423620824711,10.436062622032797,166860
2005-01-18,10.206879615783691,10.228706969201758,10.059547322001444,10.078646022063282,1144260
2005-01-19,10.084105491638184,10.182327675494415,10.062279068227152,10.182327675494415,321660
2005-01-20,10.103206634521484,10.141404055599436,9.972244315601761,9.972244315601761,694260
2005-01-21,10.07046127319336,10.11411504450345,10.05954759618686,10.078646296769257,427320
2005-01-24,10.013167381286621,10.070463495678688,9.991340022456468,10.070463495678688,386640
2005-01-25,9.991340637207031,10.065006806896214,9.972241931234564,10.054093126809637,275220
2005-01-26,10.217801094055176,10.231442497820131,10.125036176273737,10.138677580038692,570960
2005-01-27,10.225976943969727,10.236890619214625,10.168681788186579,10.18777954897046,234900
2005-01-28,10.373316764831543,10.378773137573049,10.307835608351724,10.343304372962386,491400
2005-01-31,10.44970989227295,10.52883243600765,10.425153877166576,10.517919692311704,459720
2005-02-01,10.504277229309082,10.558844693987071,10.408783697764505,10.408783697764505,513900
2005-02-02,10.883520126342773,10.883520126342773,10.801668011974723,10.837137698668327,1052280
2005-02-03,10.875340461730957,10.878069116913885,10.796217891874637,10.807131575889837,1417500
2005-02-04,10.74437141418457,10.779841099252586,10.725272713269455,10.758013744859333,393660
2005-02-07,10.687081336975098,10.74437747202486,10.667982625291843,10.711637358691538,352620
2005-02-08,10.616143226623535,10.64888333818772,10.553390721647917,10.569760777430009,782460
2005-02-09,10.572487831115723,10.613412964372918,10.512463053383494,10.577944203311263,338400
2005-02-10,10.591584205627441,10.616139280172458,10.414239502670627,10.41969587366417,489060
2005-02-11,10.586129188537598,10.602499241776417,10.430611809336305,10.474265596878576,702180
2005-02-14,10.63796615600586,10.654336204961478,10.561571345258297,10.586126418691725,520560
2005-02-15,10.577942848205566,10.577942848205566,10.517919014879052,10.531560411978475,675540
2005-02-16,10.487908363342285,10.526104843563628,10.395143475555544,10.496093390298023,1620720
2005-02-17,10.487908363342285,10.52883349812097,10.438797264891573,10.444253637289966,1171260
2005-02-18,10.550658226013184,10.57794195462335,10.471534757342463,10.479719782253907,1065960
2005-02-22,10.474258422851562,10.51791311721012,10.455159728248596,10.490628464878215,949320
2005-02-23,10.512460708618164,10.523374387291245,10.444250919448436,10.476991018751635,521100
2005-02-24,10.460625648498535,10.460625648498535,10.36786074335447,10.422428224413748,804420
2005-02-25,10.594314575195312,10.621598310425975,10.425154854735426,10.44425356306852,1047240
2005-02-28,10.588858604431152,10.607957313488587,10.547932531674842,10.583401295148274,1657800
2005-03-01,10.697990417480469,10.73618782441242,10.550658097437823,10.55884312224952,2397420
2005-03-02,10.670705795288086,10.749829256366178,10.588854617311968,10.59976735833601,2239560
2005-03-03,10.646153450012207,10.65979578486081,10.594313701646964,10.607956036495567,1943280
2005-03-04,10.678890228271484,10.692532558870301,10.637965109906867,10.651606503789768,1233540
2005-03-07,10.643424034118652,10.673436419265103,10.580670609708035,10.591585226178896,1256580
2005-03-08,10.654335975646973,10.692533380198626,10.635237273371144,10.667977370577713,802800
2005-03-09,10.597041130065918,10.632509885166474,10.591584758787409,10.624324859890661,553680
2005-03-10,10.703449249267578,10.755289000614809,10.665252770269964,10.719820239370856,655020
2005-03-11,10.72800350189209,10.76892956534578,10.678892413090882,10.692534746480815,951300
2005-03-14,10.654335975646973,10.673434677922799,10.605224893121134,10.61068220046622,1045260
2005-03-15,10.629781723022461,10.657066390825799,10.613411671713372,10.64069633951671,1431000
2005-03-16,10.643424034118652,10.69526377877455,10.629781700246214,10.684350099019825,869220
2005-03-17,10.700719833374023,10.725274909557804,10.667978795079538,10.67070744911644,874800
2005-03-18,10.665253639221191,10.69526603068682,10.6188711930348,10.637969902447804,714060
2005-03-21,10.580671310424805,10.588857273320077,10.53156115335039,10.545202551410105,569880
2005-03-22,10.365126609802246,10.504273881397094,10.356940649665002,10.419694057088552,1744380
2005-03-23,10.446982383728027,10.471537464811199,10.403327657291767,10.403327657291767,557460
2005-03-24,10.618867874145508,10.667978022958602,10.583398184381325,10.62705289894769,381060
2005-03-28,10.572487831115723,10.64069763549939,10.54520315998925,10.569759176659824,452160
2005-03-29,10.706182479858398,10.730738507151113,10.646158612878047,10.646158612878047,1739340
2005-03-30,10.962646484375,10.976288820446152,10.886252587211942,10.886252587211942,907380
2005-03-31,10.913532257080078,10.932630960074437,10.864422109422605,10.89443355408572,588780
2005-04-01,10.804400444030762,10.905351295493181,10.790758107959846,10.867152941837876,3359340
2005-04-04,10.695268630981445,10.728008748382939,10.637972488812267,10.654342547513012,1364220
2005-04-05,10.8807954788208,10.899894187642962,10.812585670639322,10.869881797105807,1350000
2005-04-06,10.886248588562012,10.921717337916101,10.845321595381533,10.845321595381533,961380
2005-04-07,10.938090324401855,10.97628773757314,10.905350219807154,10.910806591667537,510300
