Date,Close,High,Low,Open,Volume
2010-01-05,4.019031047821045,4.044307861650099,3.981115396614013,4.038891340049094,76000
2010-01-06,4.04611349105835,4.04611349105835,4.035280447144968,4.0443081272272785,56000
2010-01-07,3.8818130493164062,3.8818130493164062,3.8402866755592044,3.8800072553524236,49500
2010-01-08,3.9341728687286377,3.935978663075515,3.8727861920586117,3.8727861920586117,26000
2010-01-11,4.0118088722229,4.0118088722229,3.995559737315568,4.0081981446717005,134000
2010-01-12,3.941394090652466,3.9630597426269527,3.908894966995678,3.9630597426269527,67000
2010-01-13,4.017225742340088,4.017225742340088,3.945006019492442,3.945006019492442,35000
2010-01-14,4.051529884338379,4.062362927907703,4.035280318984394,4.053335248112111,271500
2010-01-15,4.071390151977539,4.1111107333343675,4.033474503728945,4.080417400299212,70000
2010-01-19,3.813204288482666,3.815009652086342,3.728346172621942,3.782510954903048,165000
2010-01-20,3.5748791694641113,3.6398769960251007,3.5423802561836166,3.6290439531876966,1448500
2010-01-21,3.52071475982666,3.545991575490714,3.52071475982666,3.545991575490714,61500
2010-01-22,3.4033567905426025,3.502659099097213,3.4033567905426025,3.5008535203986635,291500
2010-01-25,3.4954378604888916,3.4954378604888916,3.423218138465752,3.423218138465752,230000
2010-01-26,3.3311376571655273,3.3672475154711052,3.3311376571655273,3.3401651217419217,73000
2010-01-27,3.276973009109497,3.3112772898664056,3.249890398996487,3.3112772898664056,90000
2010-01-28,3.34016489982605,3.4105792479827355,3.338359320938038,3.3491923638026724,174000
2010-01-29,3.3943302631378174,3.412385194173251,3.3600257650314407,3.4105798302087607,27000
2010-02-01,3.3040552139282227,3.332942971000789,3.3040552139282227,3.3203045638295583,38000
2010-02-02,3.3491926193237305,3.3491926193237305,3.3058606597909725,3.3058606597909725,26500
2010-02-03,3.515298366546631,3.524325831790301,3.475577347289085,3.524325831790301,38000
2010-02-04,3.2878057956695557,3.4178014616143875,3.2878057956695557,3.4178014616143875,134500
2010-02-05,3.1758649349212646,3.2462792870864656,3.1596155849309966,3.2462792870864656,302500
2010-02-08,3.1722538471221924,3.2300297894052257,3.1722538471221924,3.2300297894052257,97500
2010-02-09,3.16864275932312,3.16864275932312,3.150587831995034,3.152393410820527,31000
2010-02-10,3.239057779312134,3.239057779312134,3.1866983500220623,3.2083642242795807,95000
2010-02-11,3.4015517234802246,3.4015517234802246,3.3509978798655586,3.3509978798655586,40500
2010-02-12,3.3871078491210938,3.4304395907625533,3.385302270206149,3.4304395907625533,104500
2010-02-16,3.4629385471343994,3.5134923898247177,3.430439632888357,3.430439632888357,56500
2010-02-17,3.502659559249878,3.5387694161111383,3.484604415587523,3.4918265160988096,58500
2010-02-18,3.52071475982666,3.52071475982666,3.448494825289918,3.5026598300004097,80000
2010-02-19,3.379885673522949,3.3907187163082435,3.298638498328393,3.3491923392735714,76000
2010-02-22,3.5008535385131836,3.5008535385131836,3.475576512761178,3.5008535385131836,386500
2010-02-23,3.4864094257354736,3.5026589878110523,3.4755763843517546,3.5026589878110523,21000
2010-02-24,3.484604597091675,3.5026597416944756,3.462938724892743,3.462938724892743,40000
2010-02-25,3.4521052837371826,3.4557164413810324,3.397940501859967,3.397940501859967,126000
2010-02-26,3.522519826889038,3.522519826889038,3.502659534892487,3.502659534892487,17500
2010-03-01,3.585711717605591,3.61098874384558,3.580295411840744,3.61098874384558,28000
2010-03-02,3.6976535320281982,3.710291940549374,3.6723762845223407,3.708486146143845,56000
2010-03-03,3.6705703735351562,3.7102913875843737,3.668765009862196,3.679598052826841,39500
2010-03-04,3.5965445041656494,3.6109884873867055,3.5857114629419358,3.605571966774849,62000
2010-03-05,3.710291624069214,3.710291624069214,3.683209014931423,3.701263944202127,43000
2010-03-08,3.713902235031128,3.737373685392402,3.713902235031128,3.7283464362722336,117500
2010-03-09,3.710291624069214,3.737373802743536,3.701263944202127,3.737373802743536,61500
2010-03-10,3.7752890586853027,3.836675725660155,3.773483264623626,3.773483264623626,186000
2010-03-11,3.8005664348602295,3.824037886974021,3.8005664348602295,3.82042672877825,44000
2010-03-12,3.780705451965332,3.800565742264113,3.7644558887408337,3.800565742264113,58000
2010-03-15,3.8818130493164062,3.9359778285044875,3.860146965455814,3.9341720345405045,49500
2010-03-16,3.8818130493164062,3.8998679757124335,3.829453633628908,3.829453633628908,56000
2010-03-17,3.9179229736328125,3.9179229736328125,3.8727854415870286,3.8727854415870286,113500
2010-03-18,3.6814043521881104,3.6832097163199333,3.6398779639113314,3.6832097163199333,436000
2010-03-19,3.6416826248168945,3.6651540758523447,3.6200169680281102,3.6651540758523447,225500
2010-03-22,3.7030699253082275,3.7030699253082275,3.612794843936013,3.6633489067229927,229000
2010-03-23,3.724735736846924,3.724735736846924,3.6561271715124457,3.7084861698742153,160500
2010-03-24,3.6705703735351562,3.7265405215678995,3.6615431247069132,3.7265405215678995,190500
2010-03-25,3.6832077503204346,3.7084845565280617,3.661542100912463,3.7012626733920713,108000
2010-03-26,3.717513084411621,3.7193184479931225,3.663348302795809,3.6705701875852332,170500
2010-03-29,3.742790460586548,3.746401618757308,3.6922368289768115,3.746401618757308,95000
2010-03-30,3.679598331451416,3.690430944772881,3.6489045639062647,3.690430944772881,122000
2010-03-31,3.6272385120391846,3.6452934395612986,3.616405469433231,3.6452934395612986,31500
2010-04-01,3.598351001739502,3.6164059315688313,3.5911289006687257,3.6164059315688313,57000
2010-04-05,3.647099018096924,3.647099018096924,3.5748793037525814,3.5748793037525814,29500
2010-04-06,3.647099018096924,3.647099018096924,3.6091835819734537,3.6091835819734537,76500
2010-04-07,3.60015606880188,3.6543208538247534,3.60015606880188,3.6543208538247534,76000
2010-04-08,3.710291624069214,3.710291624069214,3.647099156390014,3.647099156390014,130000
2010-04-09,3.7536232471466064,3.78431658287039,3.7518178834168117,3.7554286108764012,97500
2010-04-12,3.742790460586548,3.7825114786109726,3.739179732879272,3.7807061147573346,195000
2010-04-13,3.728346824645996,3.7626513218956608,3.7102918940614624,3.7626513218956608,177500
2010-04-14,3.764456272125244,3.773483521193724,3.760845114219781,3.764456272125244,74500
